Grade	Subject	Chapter Name	Learning Outcomes
CLASS_6	EVS	7. Getting to Know Plants	"• Classify plants into herbs, shrubs, and trees.<br>• Identify the parts of a plant (root, stem, leaf, flower).<br>• Understand the functions of different parts of a plant.<br>• Differentiate between taproot and fibrous root, and reticulate and parallel venation."
CLASS_6	EVS	7. Our Country - India	"• Locate India on a map and identify its neighbours.<br>• Understand the political and physical divisions of India.<br>• Know about the major rivers and physical features of India."
CLASS_6	EVS	7. The Wonder Called Sleep	"• Understand the importance of sleep for health.<br>• Differentiate between sleep and dreams.<br>• Learn new vocabulary related to sleep and health."
CLASS_6	EVS	7. Urban Administration	"• Understand the difference between a Municipal Corporation and a Municipal Council.<br>• Know the functions of the Ward Councillor and the Administrative Staff.<br>• Understand how the Municipal Corporation gets its money."
CLASS_6	EVS	8. A Pact with the Sun	"• Understand a story about the healing power of nature and faith.<br>• Appreciate the bond between a mother and child.<br>• Learn new vocabulary related to health and nature."
CLASS_6	EVS	8. Body Movements	"• Identify the different types of joints in the human body (ball and socket, pivot, hinge, fixed).<br>• Understand how muscles and bones work together to produce movement.<br>• Know about the gait of animals (earthworm, snail, cockroach, bird, fish, snake)."
CLASS_6	EVS	8. Decimals	"• Understand the concept of decimals (tenths, hundredths).<br>• Represent decimals on a number line.<br>• Convert fractions to decimals and vice-versa.<br>• Add and subtract decimals."
CLASS_6	EVS	8. India : Climate, Vegetation and Wildlife	"• Understand the major seasons in India.<br>• Differentiate between weather and climate.<br>• Know about the different types of natural vegetation in India.<br>• Understand the need for wildlife conservation."
CLASS_6	EVS	8. Rural Livelihoods	"• Understand the different types of livelihoods in rural areas (farming, fishing, crafts).<br>• Know the challenges faced by farmers (debt, seasonality).<br>• Understand the difference between landless labourers and farmers."
CLASS_6	EVS	8. Vital Villages, Thriving Towns	"• Understand the use of iron tools and the development of agriculture.<br>• Know about the life in villages and towns during the ancient period.<br>• Understand the functions of guilds (shrenis)."
CLASS_6	EVS	9. Data Handling	"• Collect and record data using tally marks.<br>• Represent data using pictographs and bar graphs.<br>• Interpret data from pictographs and bar graphs."
CLASS_6	EVS	9. The Living Organisms — Characteristics and Habitats	"• Differentiate between biotic and abiotic components of the environment.<br>• Understand the concept of habitat and adaptation.<br>• Identify the characteristics of living organisms (growth, respiration, reproduction, etc.)."
CLASS_6	EVS	9. Traders, Kings and Pilgrims	"• Understand the trade routes and the exchange of goods and ideas.<br>• Know about the spread of Buddhism and the Bhakti movement.<br>• Understand the significance of the Silk Route."
CLASS_6	EVS	9. Urban Livelihoods	"• Understand the different types of livelihoods in urban areas (street vendors, factory workers, office goers).<br>• Know the challenges faced by casual workers.<br>• Understand the difference between permanent and casual employment."
CLASS_6	EVS	9. What Happened to the Reptiles	"• Understand a story that highlights the importance of every creature in nature.<br>• Appreciate the theme of tolerance and coexistence.<br>• Learn new vocabulary related to animals and conflict."
7	English	The Cop and the Anthem	Understand the theme of irony and expectations versus reality.
7	English	The Cop and the Anthem	Identify and use adjectives to describe characters.
7	English	The Shed	Recite a poem with expression and understand the theme of fear and curiosity.
7	English	The Shed	Identify rhyming words and imagery in the poem.
7	English	The Story of Cricket	Understand the history and evolution of cricket.
7	English	The Story of Cricket	Identify specific cricket terminology.
7	English	The Tiny Teacher	Understand the life cycle and habits of ants.
7	English	The Tiny Teacher	Appreciate the hard work and discipline of ants.
7	English	Three Questions	Understand the moral of the story regarding living in the present.
7	English	Three Questions	Identify the sequence of events in the story.
7	English	Trees	Recite a poem about the importance of trees.
7	English	Trees	Identify the uses of trees mentioned in the poem.
8	English	A Short Monsoon Diary	Understand the description of nature during the monsoon season.
8	English	A Short Monsoon Diary	Identify descriptive words and phrases.
8	English	A Visit to Cambridge	Understand the experience of meeting Stephen Hawking.
8	English	A Visit to Cambridge	Develop empathy towards differently-abled people.
8	English	Bepin Choudhury's Lapse of Memory	Understand a story about memory loss and friendship.
8	English	Bepin Choudhury's Lapse of Memory	Identify the twist in the story.
8	English	Geography Lesson	Recite a poem about geography and human nature.
8	English	Geography Lesson	Understand the poet's perspective from an aeroplane.
8	English	Glimpses of the Past	Understand key events in Indian history through a pictorial format.
8	English	Glimpses of the Past	Identify the causes of the First War of Independence.
8	English	Jalebis	Understand a humorous story about a boy's temptation.
8	English	Jalebis	Identify the consequences of the boy's actions.
8	English	Macavity: The Mystery Cat	Recite a humorous poem about a cat.
8	English	Macavity: The Mystery Cat	Identify the characteristics of Macavity.
8	English	On the Grasshopper and Cricket	Understand a poem about the poetry of earth.
8	English	On the Grasshopper and Cricket	Compare the grasshopper and the cricket.
8	English	Princess September	Understand a story about freedom and friendship.
8	English	Princess September	Identify the difference between the Princess and her sisters.
8	English	The Ant and the Cricket	Understand a fable with a moral about planning for the future.
8	English	The Ant and the Cricket	Identify the rhyming scheme of the poem.
8	English	The Best Christmas Present in the World	Understand a story about war and peace.
8	English	The Best Christmas Present in the World	Identify the emotions of the characters.
8	English	The Comet - I	Understand a science fiction story about a comet.
8	English	The Comet - I	Identify the scientific concepts mentioned.
8	English	The Comet - II	Understand the conclusion of the comet story.
8	English	The Comet - II	Discuss the conflict between science and superstition.
8	English	The Fight	Understand a story about friendship and conflict resolution.
8	English	The Fight	Identify the turning point in the story.
8	English	The Great Stone Face - I	Understand a story about a prophecy and a humble man.
8	English	The Great Stone Face - I	Identify the main characters and their traits.
8	English	The Great Stone Face - II	Understand the conclusion of the Great Stone Face story.
8	English	The Great Stone Face - II	Identify the fulfillment of the prophecy.
8	English	The Last Bargain	Understand a poem about freedom and non-attachment.
8	English	The Last Bargain	Identify the symbols used in the poem.
8	English	The Open Window	Understand a story with a surprise ending.
8	English	The Open Window	Identify the irony in the story.
8	English	The School Boy	Understand a poem about the restrictions of school life.
8	English	The School Boy	Identify the metaphors used in the poem.
8	English	The Summit Within	Understand an account of climbing Mount Everest.
8	English	The Summit Within	Identify the qualities required for mountaineering.
8	English	The Treasure Within	Understand an interview about finding one's calling.
8	English	The Treasure Within	Identify the main ideas discussed.
8	English	The Tsunami	Understand true stories of survival during a tsunami.
8	English	The Tsunami	Identify safety measures during a natural disaster.
8	English	This is Jody's Fawn	Understand a story about compassion and responsibility towards animals.
8	English	This is Jody's Fawn	Identify the emotions of Jody.
8	English	When I set out for Lyonnesse	Understand a poem about a transformative journey.
8	English	When I set out for Lyonnesse	Identify the mood of the poem.
8	Hindi	अकबदध	हास्य कथा का आनंद लेना।
8	Hindi	कामचोर	कहानी के माध्यम से आलस्य के दुष्परिणामों को समझना।
8	Hindi	कबीर की साखियाँ	कबीर के दोहों का अर्थ और नैतिक शिक्षा समझना।
8	Hindi	क्या निराश हुआ जाए	निबंध के माध्यम से सकारात्मक दृष्टिकोण विकसित करना।
8	Hindi	चिठ्ठियों की अनूठी दुनिया	पत्रों के महत्व और इतिहास को समझना।
8	Hindi	जहाँ पहिया है	रिपोर्ट के माध्यम से सामाजिक परिवर्तन को समझना।
8	Hindi	टोपी	कहानी के माध्यम से लोककथा का आनंद लेना।
8	Hindi	दीवानों की हस्ती	कविता का भावार्थ और स्वतंत्रता का महत्व समझना।
8	Hindi	ध्वनि	कविता का भावार्थ और वसंत ऋतु का वर्णन समझना।
8	Hindi	पानी की कहानी	लेख के माध्यम से जल चक्र को समझना।
8	Hindi	बाज और साँप	कहानी के माध्यम से जीवन के प्रति अलग-अलग दृष्टिकोण समझना।
8	Hindi	बस की यात्रा	व्यंग्य के माध्यम से यातायात की समस्याओं को समझना।
8	Hindi	भगवान के डाकिए	कविता का भावार्थ और विश्व-बंधुत्व की भावना समझना।
8	Hindi	भारत की खोज	नेहरू जी के विचारों और भारत के इतिहास को समझना।
8	Hindi	लाख की चूड़ियाँ	कहानी के माध्यम से बदलती सामाजिक परिस्थितियों को समझना।
8	Hindi	सूरदास के पद	सूरदास के पदों का भावार्थ और भक्ति भावना समझना।
8	Hindi	सुदामा चरित	कविता का भावार्थ और मित्रता का महत्व समझना।
8	Mathematics	Algebraic Expressions and Identities	Understand terms, factors, and coefficients.
8	Mathematics	Algebraic Expressions and Identities	Perform addition, subtraction, and multiplication of algebraic expressions.
8	Mathematics	Comparing Quantities	Calculate ratios and percentages.
8	Mathematics	Comparing Quantities	Solve problems involving profit, loss, and discount.
8	Mathematics	Cubes and Cube Roots	Find the cube of a number.
8	Mathematics	Cubes and Cube Roots	Find the cube root of a number using prime factorization.
8	Mathematics	Data Handling	Organize raw data into a frequency distribution table.
8	Mathematics	Data Handling	Draw and interpret histograms and pie charts.
8	Mathematics	Direct and Inverse Proportions	Understand direct and inverse proportions.
8	Mathematics	Direct and Inverse Proportions	Solve problems based on direct and inverse proportions.
8	Mathematics	Exponents and Powers	Understand and apply the laws of exponents.
8	Mathematics	Exponents and Powers	Express small numbers in standard form.
8	Mathematics	Factorisation	Factorise algebraic expressions using common factors and identities.
8	Mathematics	Factorisation	Divide algebraic expressions.
8	Mathematics	Introduction to Graphs	Plot points on a Cartesian plane.
8	Mathematics	Introduction to Graphs	Draw and interpret line graphs.
8	Mathematics	Linear Equations in One Variable	Solve linear equations with variables on one side.
8	Mathematics	Linear Equations in One Variable	Solve linear equations with variables on both sides.
8	Mathematics	Mensuration	Calculate the area of trapezium and general quadrilaterals.
8	Mathematics	Mensuration	Calculate the surface area and volume of cubes, cuboids, and cylinders.
8	Mathematics	Playing with Numbers	Understand the general form of numbers.
8	Mathematics	Playing with Numbers	Apply tests of divisibility.
8	Mathematics	Practical Geometry	Construct quadrilaterals given different parameters (sides, diagonals, angles).
8	Mathematics	Rational Numbers	Understand the properties of rational numbers (closure, commutative, associative).
8	Mathematics	Rational Numbers	Represent rational numbers on a number line.
8	Mathematics	Squares and Square Roots	Find the square of a number.
8	Mathematics	Squares and Square Roots	Find the square root of a number using prime factorization and division method.
8	Mathematics	Understanding Quadrilaterals	Classify polygons based on the number of sides.
8	Mathematics	Understanding Quadrilaterals	Understand the properties of different quadrilaterals (parallelogram, rhombus, rectangle, square).
8	Mathematics	Visualising Solid Shapes	Identify and count faces, edges, and vertices of 3D shapes.
8	Mathematics	Visualising Solid Shapes	Draw the top, side, and front views of 3D objects.
8	Science	Cell - Structure and Functions	Identify the basic components of a cell (membrane, cytoplasm, nucleus).
8	Science	Cell - Structure and Functions	Differentiate between plant and animal cells.
8	Science	Chemical Effects of Electric Current	Understand the conduction of electricity through liquids.
8	Science	Chemical Effects of Electric Current	Understand the process of electroplating.
8	Science	Coal and Petroleum	Understand the formation of coal and petroleum.
8	Science	Coal and Petroleum	Identify the products obtained from coal and petroleum.
8	Science	Combustion and Flame	Understand the conditions required for combustion.
8	Science	Combustion and Flame	Identify the different zones of a flame.
8	Science	Conservation of Plants and Animals	Understand the causes and consequences of deforestation.
8	Science	Conservation of Plants and Animals	Know about biosphere reserves, national parks, and wildlife sanctuaries.
8	Science	Crop Production and Management	Understand the agricultural practices for crop production.
8	Science	Crop Production and Management	Differentiate between manure and fertilizers.
8	Science	Force and Pressure	Understand the concept of force and its effects.
8	Science	Force and Pressure	Understand the concept of pressure and atmospheric pressure.
8	Science	Friction	Understand the factors affecting friction.
8	Science	Friction	Differentiate between sliding and rolling friction.
8	Science	Light	Understand the laws of reflection.
8	Science	Light	Understand the structure and working of the human eye.
8	Science	Materials: Metals and Non-Metals	Differentiate between metals and non-metals based on physical and chemical properties.
8	Science	Materials: Metals and Non-Metals	Understand the reaction of metals with oxygen, water, and acids.
8	Science	Microorganisms: Friend and Foe	Classify microorganisms into major groups.
8	Science	Microorganisms: Friend and Foe	Understand the beneficial and harmful effects of microorganisms.
8	Science	Pollution of Air and Water	Understand the causes and effects of air pollution.
8	Science	Pollution of Air and Water	Understand the causes and effects of water pollution.
8	Science	Reaching the Age of Adolescence	Understand the changes that occur during puberty.
8	Science	Reaching the Age of Adolescence	Understand the role of hormones in reproduction.
8	Science	Reproduction in Animals	Differentiate between sexual and asexual reproduction.
8	Science	Reproduction in Animals	Understand the process of fertilization and development of the embryo.
8	Science	Some Natural Phenomena	Understand the causes of lightning and earthquakes.
8	Science	Some Natural Phenomena	Know safety measures during lightning and earthquakes.
8	Science	Sound	Understand how sound is produced and propagated.
8	Science	Sound	Differentiate between audible and inaudible sounds.
8	Science	Stars and the Solar System	Identify the members of the solar system.
8	Science	Stars and the Solar System	Understand the phases of the moon and the position of stars.
8	Science	Synthetic Fibres and Plastics	Differentiate between natural and synthetic fibres.
8	Science	Synthetic Fibres and Plastics	Understand the properties and uses of plastics.
9	English	A House is Not a Home	Understand a story about loss and rebuilding.
9	English	A House is Not a Home	Identify the theme of gratitude.
9	English	A Legend of the Northland	Recite a ballad with a moral lesson.
9	English	A Legend of the Northland	Identify the rhyming scheme.
9	English	A Slumber Did My Spirit Seal	Understand a poem about death and peace.
9	English	A Slumber Did My Spirit Seal	Identify the poet's feelings.
9	English	A Truly Beautiful Mind	Understand the biography of Albert Einstein.
9	English	A Truly Beautiful Mind	Identify Einstein's contributions to science and peace.
9	English	If I Were You	Understand a play about a criminal and a playwright.
9	English	If I Were You	Identify the element of suspense.
9	English	In the Kingdom of Fools	Understand a folktale about a foolish king.
9	English	In the Kingdom of Fools	Identify the moral of the story.
9	English	Iswaran the Storyteller	Understand a story within a story.
9	English	Iswaran the Storyteller	Identify the art of storytelling.
9	English	Kathmandu	Understand a travelogue about Kathmandu.
9	English	Kathmandu	Identify the descriptions of the temples.
9	English	My Childhood	Understand the childhood of A.P.J. Abdul Kalam.
9	English	My Childhood	Identify the influences on Kalam's life.
9	English	No Men Are Foreign	Understand a poem about universal brotherhood.
9	English	No Men Are Foreign	Identify the message of peace.
9	English	On Killing a Tree	Understand a poem about the resilience of nature.
9	English	On Killing a Tree	Identify the irony in the poem.
9	English	Packing	Understand a humorous story about packing for a trip.
9	English	Packing	Identify the humorous incidents.
9	English	Rain on the Roof	Understand a poem about memories and rain.
9	English	Rain on the Roof	Identify the imagery used.
9	English	Reach for the Top	Understand the biographies of Santosh Yadav and Maria Sharapova.
9	English	Reach for the Top	Identify the qualities of determination and hard work.
9	English	The Accidental Tourist	Understand a humorous story about travel mishaps.
9	English	The Accidental Tourist	Identify the humorous situations.
9	English	The Beggar	Understand a story about transformation through kindness.
9	English	The Beggar	Identify the role of work in the beggar's life.
9	English	The Bond of Love	Understand a story about a sloth bear and a family.
9	English	The Bond of Love	Identify the bond between the bear and the author's wife.
9	English	The Duck and the Kangaroo	Understand a humorous poem about a duck and a kangaroo.
9	English	The Duck and the Kangaroo	Identify the nonsense verse elements.
9	English	The Fun They Had	Understand a science fiction story about future schools.
9	English	The Fun They Had	Compare the future school with present schools.
9	English	The Happy Prince	Understand a story about charity and sacrifice.
9	English	The Happy Prince	Identify the moral of the story.
9	English	The Lake Isle of Innisfree	Understand a poem about peace and nature.
9	English	The Lake Isle of Innisfree	Identify the poet's longing for Innisfree.
9	English	The Last Leaf	Understand a story about hope and sacrifice.
9	English	The Last Leaf	Identify the twist in the ending.
9	English	The Little Girl	Understand a story about a father-daughter relationship.
9	English	The Little Girl	Identify the change in the girl's feelings.
9	English	The Lost Child	Understand a story about a child lost in a fair.
9	English	The Lost Child	Identify the child's psychology.
9	English	The Road Not Taken	Understand a poem about making choices.
9	English	The Road Not Taken	Identify the symbolism of the road.
9	English	The Snake and the Mirror	Understand a humorous story about a doctor and a snake.
9	English	The Snake and the Mirror	Identify the humorous elements.
9	English	The Snake Trying	Understand a poem about a snake.
9	English	The Snake Trying	Identify the poet's attitude towards the snake.
9	English	The Sound of Music	Understand the biographies of Evelyn Glennie and Bismillah Khan.
9	English	The Sound of Music	Identify the importance of hard work and dedication.
9	English	Weathering the Storm in Ersama	Understand a story about a cyclone and leadership.
9	English	Weathering the Storm in Ersama	Identify Prashant's role as a leader.
9	English	Wind	Understand a poem about the power of wind.
9	English	Wind	Identify the metaphor of wind as adversity.
9	Hindi	उपभोक्तावाद की संस्कृति	निबंध के माध्यम से उपभोक्तावाद को समझना।
9	Hindi	एक कुत्ता और एक मैना	निबंध के माध्यम से पशु-पक्षियों के प्रति प्रेम समझना।
9	Hindi	कैदी और कोकिला	कविता का भावार्थ और स्वतंत्रता सेनानियों का संघर्ष समझना।
9	Hindi	ग्राम श्री	कविता का भावार्थ और ग्रामीण सौंदर्य का वर्णन समझना।
9	Hindi	चंद्रगहना से लौटती बेर	कविता का भावार्थ और प्रकृति चित्रण समझना।
9	Hindi	दो बैलों की कथा	कहानी के माध्यम से स्वतंत्रता का मूल्य समझना।
9	Hindi	नाना साहब की पुत्री देवी मैना को भस्म कर दिया गया	ऐतिहासिक घटना का वर्णन समझना।
9	Hindi	प्रेमचंद के फटे जूते	व्यंग्य के माध्यम से दिखावे की संस्कृति को समझना।
9	Hindi	बच्चे काम पर जा रहे हैं	कविता का भावार्थ और बाल श्रम की समस्या समझना।
9	Hindi	मेरे बचपन के दिन	संस्मरण के माध्यम से लेखिका के बचपन को समझना।
9	Hindi	मेघ आए	कविता का भावार्थ और वर्षा ऋतु का वर्णन समझना।
9	Hindi	यमराज की दिशा	कविता का भावार्थ और दक्षिण दिशा का प्रतीक समझना।
9	Hindi	लहासा की ओर	यात्रा वृत्तांत के माध्यम से तिब्बत की यात्रा को समझना।
9	Hindi	वाख	ललद्यद की वाखों का भावार्थ समझना।
9	Hindi	साँवले सपनों की याद	संस्मरण के माध्यम से सालिम अली के व्यक्तित्व को समझना।
9	Hindi	सखियाँ एवं सबद	कबीर के पदों का भावार्थ और ज्ञान का महत्व समझना।
9	Mathematics	Areas of Parallelograms and Triangles	Understand that parallelograms on the same base and between same parallels have equal area.
9	Mathematics	Areas of Parallelograms and Triangles	Calculate the area of triangles on the same base and between same parallels.
9	Mathematics	Circles	Understand the properties of chords and their distance from the center.
9	Mathematics	Circles	Understand the angle subtended by an arc at the center and on the remaining part of the circle.
9	Mathematics	Constructions	Construct bisectors of line segments and angles.
9	Mathematics	Constructions	Construct triangles given base, base angle, and sum/difference of other two sides.
9	Mathematics	Coordinate Geometry	Understand the Cartesian plane and coordinates of a point.
9	Mathematics	Coordinate Geometry	Plot points in the plane given their coordinates.
9	Mathematics	Heron's Formula	Calculate the area of a triangle using Heron's formula.
9	Mathematics	Heron's Formula	Apply Heron's formula to find the area of quadrilaterals.
9	Mathematics	Introduction to Euclid's Geometry	Understand Euclid's definitions, axioms, and postulates.
9	Mathematics	Introduction to Euclid's Geometry	Apply postulates to prove simple geometric truths.
9	Mathematics	Linear Equations in Two Variables	Understand the standard form of a linear equation ax+by+c=0.
9	Mathematics	Linear Equations in Two Variables	Graph linear equations in two variables.
9	Mathematics	Lines and Angles	Understand different types of angles and pairs of angles.
9	Mathematics	Lines and Angles	Apply properties of parallel lines and transversals.
9	Mathematics	Number Systems	Classify numbers as rational and irrational.
9	Mathematics	Number Systems	Represent real numbers on a number line.
9	Mathematics	Polynomials	Identify polynomials and their degrees.
9	Mathematics	Polynomials	Factorise polynomials using splitting the middle term and factor theorem.
9	Mathematics	Probability	Understand the empirical definition of probability.
9	Mathematics	Probability	Calculate the probability of simple events.
9	Mathematics	Quadrilaterals	Understand the angle sum property of quadrilaterals.
9	Mathematics	Quadrilaterals	Understand the properties of parallelograms.
9	Mathematics	Statistics	Represent data using bar graphs, histograms, and frequency polygons.
9	Mathematics	Statistics	Calculate mean, median, and mode of ungrouped data.
9	Mathematics	Surface Areas and Volumes	Calculate surface area and volume of cubes, cuboids, and spheres.
9	Mathematics	Surface Areas and Volumes	Calculate surface area and volume of cylinders and cones.
9	Mathematics	Triangles	Understand criteria for congruence of triangles (SAS, ASA, SSS, RHS).
9	Mathematics	Triangles	Apply properties of isosceles triangles.
9	Science	Atoms and Molecules	Understand the laws of chemical combination.
9	Science	Atoms and Molecules	Calculate molecular mass and mole concept.
9	Science	Diversity in Living Organisms	Understand the basis of classification.
9	Science	Diversity in Living Organisms	Classify plants and animals into major groups.
9	Science	Force and Laws of Motion	Understand Newton's three laws of motion.
9	Science	Force and Laws of Motion	Apply the conservation of momentum.
9	Science	Gravitation	Understand the universal law of gravitation.
9	Science	Gravitation	Differentiate between mass and weight.
9	Science	Improvement in Food Resources	Understand methods for crop production improvement.
9	Science	Improvement in Food Resources	Understand animal husbandry practices.
9	Science	Is Matter Around Us Pure	Differentiate between mixtures and pure substances.
9	Science	Is Matter Around Us Pure	Understand different methods of separation of mixtures.
9	Science	Matter in Our Surroundings	Understand the physical nature of matter.
9	Science	Matter in Our Surroundings	Differentiate between solid, liquid, and gas.
9	Science	Motion	Understand distance, displacement, speed, and velocity.
9	Science	Motion	Derive and apply equations of motion.
9	Science	Natural Resources	Understand the biogeochemical cycles (water, nitrogen, carbon).
9	Science	Natural Resources	Understand the greenhouse effect and ozone depletion.
9	Science	Sound	Understand the production and propagation of sound.
9	Science	Sound	Understand the reflection of sound and its applications (sonar).
9	Science	Structure of the Atom	Understand the models of the atom (Thomson, Rutherford, Bohr).
9	Science	Structure of the Atom	Determine valency and atomic number.
9	Science	The Fundamental Unit of Life	Understand the structure and function of cell organelles.
9	Science	The Fundamental Unit of Life	Differentiate between plant and animal cells.
9	Science	Tissues	Classify plant tissues (meristematic, permanent).
9	Science	Tissues	Classify animal tissues (epithelial, connective, muscular, nervous).
9	Science	Why Do We Fall Ill	Understand the difference between health and disease.
9	Science	Why Do We Fall Ill	Classify diseases as infectious and non-infectious.
9	Science	Work and Energy	Understand the concept of work and energy.
9	Science	Work and Energy	Understand the law of conservation of energy.
10	English	A Letter to God	Analyze the character of Lencho and his faith.
10	English	A Question of Trust	Analyze the plot twist and the character of Horace Danby.
10	English	A Tiger in the Zoo	Contrast the life of a tiger in a zoo vs in the wild.
10	English	A Triumph of Surgery	Understand the consequences of over-indulgence on a pet's health.
10	English	Amanda!	Analyze the theme of teenage rebellion and parental control.
10	English	Animals	Compare human and animal nature as depicted by the poet.
10	English	Bholi	Analyze Bholi's transformation through education.
10	English	Dust of Snow	Understand how nature can change one's mood.
10	English	Fire and Ice	Analyze the symbols of fire and ice in the poem.
10	English	Fog	Understand the extended metaphor of the cat for fog.
10	English	Footprints without Feet	Analyze the character of Griffin the invisible scientist.
10	English	For Anne Gregory	Understand the dialogue about inner vs outer beauty.
10	English	From the Diary of Anne Frank	Understand the historical context and Anne's feelings.
10	English	Glimpses of India	Explore the cultural diversity of Goa, Coorg, and Assam.
10	English	How to Tell Wild Animals	Enjoy the humorous descriptions of dangerous animals.
10	English	Madam Rides the Bus	Analyze Valli's curiosity and her bus journey experience.
10	English	Mijbil the Otter	Understand the bond between the author and his pet otter.
10	English	Nelson Mandela: Long Walk to Freedom	Understand the struggle against apartheid and the meaning of freedom.
10	English	The Ball Poem	Analyze the theme of loss and growing up.
10	English	The Book That Saved the Earth	Enjoy the play and its satire on Martian invaders.
10	English	The Hack Driver	Analyze the irony and the character of Oliver Lutkins.
10	English	The Hundred Dresses - I	Understand the theme of bullying and discrimination.
10	English	The Hundred Dresses - II	Analyze the consequences of bullying and forgiveness.
10	English	The Making of a Scientist	Understand the qualities required to become a scientist.
10	English	The Midnight Visitor	Analyze the suspense and the cleverness of Ausable.
10	English	The Necklace	Analyze the consequences of vanity and dissatisfaction.
10	English	The Proposal	Enjoy the one-act play and its satire on marriage proposals.
10	English	The Sermon at Benares	Understand Buddha's teachings on death and suffering.
10	English	The Tale of Custard the Dragon	Enjoy the humorous ballad about a cowardly dragon.
10	English	The Thief's Story	Analyze the relationship between Hari Singh and Anil.
10	English	The Trees	Analyze the theme of nature reclaiming its space.
10	English	Two Stories about Flying	Analyze the themes of fear, courage, and guidance.
10	Hindi	आत्मकथ्य	कविता का भावार्थ और कवि की मनोदशा समझना।
10	Hindi	उत्साह / अट नहीं रही है	निराला की कविताओं का प्रकृति चित्रण समझना।
10	Hindi	एक कहानी यह भी	मन्नू भंडारी के व्यक्तित्व और संघर्ष को समझना।
10	Hindi	कन्यादान	कविता का भावार्थ और माँ की चिंता को समझना।
10	Hindi	कारतूस	एकांकी के माध्यम से वज़ीर अली की वीरता को समझना।
10	Hindi	छाया मत छूना	कविता का संदेश और अतीत की यादों का प्रभाव समझना।
10	Hindi	जार्ज पंचम की नाक	व्यंग्य के माध्यम से सरकारी तंत्र की मानसिकता समझना।
10	Hindi	तोप	कविता का ऐतिहासिक महत्व और संदेश समझना।
10	Hindi	तताँरा-वामीरो कथा	लोककथा के माध्यम से प्रेम और त्याग को समझना।
10	Hindi	डायरी का एक पन्ना	स्वतंत्रता संग्राम की एक घटना का वर्णन समझना।
10	Hindi	तीसरी कसम के शिल्पकार शैलेंद्र	फिल्म और साहित्य के संबंध को समझना।
10	Hindi	पतझड़ में टूटी पत्तियाँ	व्यावहारिक जीवन में गिन्नी का सोना और झेन की देन समझना।
10	Hindi	पर्वत प्रदेश में पावस	वर्षा ऋतु में पर्वतीय सौंदर्य का वर्णन समझना।
10	Hindi	बड़े भाई साहब	कहानी के माध्यम से शिक्षा व्यवस्था और भाई-भाई के रिश्ते को समझना।
10	Hindi	बालगोबिन भगत	रेखाचित्र के माध्यम से ग्रामीण संस्कृति और कबीर पंथ को समझना।
10	Hindi	मानवीय करुणा की दिव्य चमक	फादर कामिल बुल्के के व्यक्तित्व को समझना।
10	Hindi	माता का अँच्ल	ग्रामीण बचपन और माँ के प्रेम को समझना।
10	Hindi	मैं क्यों लिखता हूँ	लेखक की लेखन प्रक्रिया और प्रेरणा को समझना।
10	Hindi	राम-लक्ष्मण-परशुराम संवाद	तुलसीदास के पदों का भावार्थ और संवाद शैली समझना।
10	Hindi	लखनवी अंदाज़	व्यंग्य के माध्यम से नवाबी दिखावे को समझना।
10	Hindi	सादात हसन मंटो	टोबा टेक सिंह कहानी का मर्म समझना।
10	Hindi	साना-साना हाथ जोड़ि	यात्रा वृत्तांत के माध्यम से सिक्किम की संस्कृति समझना।
10	Hindi	सूरदास के पद	गोपियों और उद्धव के संवाद का भावार्थ समझना।
10	Hindi	संगतकार	कविता का भावार्थ और मुख्य गायक के सहायक का महत्व समझना।
10	Hindi	हरिहर काका	कहानी के माध्यम से पारिवारिक स्वार्थ और धार्मिक पाखंड को समझना।
10	Mathematics	Arithmetic Progressions	Identify arithmetic progressions and find the nth term.
10	Mathematics	Arithmetic Progressions	Calculate the sum of the first n terms of an AP.
10	Mathematics	Circles	Understand tangents to a circle and their properties.
10	Mathematics	Circles	Solve problems involving lengths of tangents.
10	Mathematics	Constructions	Divide a line segment in a given ratio.
10	Mathematics	Constructions	Construct tangents to a circle from an external point.
10	Mathematics	Coordinate Geometry	Calculate distance between two points.
10	Mathematics	Coordinate Geometry	Apply section formula to find coordinates.
10	Mathematics	Introduction to Trigonometry	Define trigonometric ratios.
10	Mathematics	Introduction to Trigonometry	Evaluate trigonometric ratios of specific angles.
10	Mathematics	Linear Equations in Two Variables	Solve pairs of linear equations graphically and algebraically.
10	Mathematics	Linear Equations in Two Variables	Apply substitution and elimination methods.
10	Mathematics	Polynomials	Find zeros of a polynomial and relate them to coefficients.
10	Mathematics	Polynomials	Divide polynomials using the division algorithm.
10	Mathematics	Probability	Calculate theoretical probability of events.
10	Mathematics	Probability	Solve problems involving coins, dice, and cards.
10	Mathematics	Quadratic Equations	Solve quadratic equations by factorization and quadratic formula.
10	Mathematics	Quadratic Equations	Determine the nature of roots.
10	Mathematics	Real Numbers	Apply Euclid's Division Lemma and Fundamental Theorem of Arithmetic.
10	Mathematics	Real Numbers	Prove irrationality of numbers like √2, √3.
10	Mathematics	Some Applications of Trigonometry	Solve heights and distances problems using trigonometry.
10	Mathematics	Some Applications of Trigonometry	Interpret angles of elevation and depression.
10	Mathematics	Statistics	Calculate mean, median, and mode of grouped data.
10	Mathematics	Statistics	Draw and interpret ogives (cumulative frequency curves).
10	Mathematics	Surface Areas and Volumes	Calculate surface area and volume of combinations of solids.
